Time Serie Results File    
NAME   : TAVIRA 381A-02 
LOCALIZATION_I : -999999  
LOCALIZATION_J : -999999  
LOCALIZATION_K : 1  
SERIE_INITIAL_DATA   : 1999 6 22 17 40 0   
TIME_UNITS :  SECONDS  
MODEL_DOMAIN   :   
COORD_X : -7.6300  
COORD_Y : 37.1150  
Seconds YY MM DD hh mm ss Temp(oC) Sal Pressao(Kpa) DirN(o) VelC(cm/s) Comp-u(cm/s) Comp-v(cm/s) Turb(ftu)
<BeginTimeSerie>    
0 1999 6 22 17 40 0 2.36E+01 3.60E+01 1.30E+01 2.07E+02 2.00E+01 -8.98E+00 -1.79E+01 2.80E+00
600 1999 6 22 17 50 0 2.35E+01 3.60E+01 1.30E+01 2.08E+02 2.05E+01 -9.65E+00 -1.81E+01 2.63E+00
1200 1999 6 22 18 0 0 2.33E+01 3.61E+01 1.30E+01 2.09E+02 2.30E+01 -1.12E+01 -2.01E+01 2.24E+00
1800 1999 6 22 18 10 0 2.31E+01 3.61E+01 1.30E+01 2.07E+02 2.59E+01 -1.17E+01 -2.31E+01 2.04E+00
2400 1999 6 22 18 20 0 2.28E+01 3.61E+01 1.30E+01 2.05E+02 2.40E+01 -1.01E+01 -2.17E+01 1.99E+00
3000 1999 6 22 18 30 0 2.24E+01 3.61E+01 1.30E+01 1.98E+02 2.89E+01 -9.00E+00 -2.74E+01 1.46E+00
3600 1999 6 22 18 40 0 2.22E+01 3.60E+01 1.30E+01 2.10E+02 2.64E+01 -1.31E+01 -2.29E+01 1.18E+00
4200 1999 6 22 18 50 0 2.21E+01 3.60E+01 1.30E+01 2.07E+02 2.98E+01 -1.35E+01 -2.66E+01 9.90E-01
4800 1999 6 22 19 0 0 2.20E+01 3.61E+01 1.30E+01 2.07E+02 3.08E+01 -1.41E+01 -2.74E+01 9.40E-01
5400 1999 6 22 19 10 0 2.19E+01 3.61E+01 1.30E+01 2.15E+02 2.74E+01 -1.56E+01 -2.25E+01 9.00E-01
6000 1999 6 22 19 20 0 2.20E+01 3.61E+01 1.30E+01 2.11E+02 2.89E+01 -1.48E+01 -2.48E+01 9.00E-01
6600 1999 6 22 19 30 0 2.20E+01 3.61E+01 1.30E+01 2.11E+02 3.13E+01 -1.60E+01 -2.69E+01 8.50E-01
7200 1999 6 22 19 40 0 2.20E+01 3.61E+01 1.30E+01 2.13E+02 3.08E+01 -1.66E+01 -2.60E+01 8.10E-01
7800 1999 6 22 19 50 0 2.19E+01 3.61E+01 1.30E+01 2.13E+02 3.03E+01 -1.63E+01 -2.55E+01 8.10E-01
8400 1999 6 22 20 0 0 2.19E+01 3.61E+01 1.30E+01 2.13E+02 2.84E+01 -1.56E+01 -2.37E+01 8.10E-01
9000 1999 6 22 20 10 0 2.18E+01 3.60E+01 1.30E+01 2.16E+02 3.23E+01 -1.90E+01 -2.61E+01 7.60E-01
9600 1999 6 22 20 20 0 2.17E+01 3.61E+01 1.30E+01 2.13E+02 2.98E+01 -1.62E+01 -2.50E+01 7.60E-01
10200 1999 6 22 20 30 0 2.17E+01 3.61E+01 1.30E+01 2.09E+02 2.98E+01 -1.45E+01 -2.61E+01 7.60E-01
10800 1999 6 22 20 40 0 2.16E+01 3.61E+01 1.30E+01 2.14E+02 3.03E+01 -1.68E+01 -2.52E+01 7.10E-01
11400 1999 6 22 20 50 0 2.15E+01 3.61E+01 1.30E+01 2.12E+02 2.79E+01 -1.49E+01 -2.36E+01 7.10E-01
12000 1999 6 22 21 0 0 2.15E+01 3.61E+01 1.30E+01 2.16E+02 2.35E+01 -1.38E+01 -1.90E+01 7.10E-01
12600 1999 6 22 21 10 0 2.14E+01 3.61E+01 1.30E+01 2.13E+02 1.96E+01 -1.06E+01 -1.64E+01 7.10E-01
13200 1999 6 22 21 20 0 2.13E+01 3.60E+01 1.30E+01 2.10E+02 1.86E+01 -9.42E+00 -1.60E+01 7.60E-01
13800 1999 6 22 21 30 0 2.13E+01 3.61E+01 1.30E+01 2.10E+02 1.91E+01 -9.47E+00 -1.66E+01 7.10E-01
14400 1999 6 22 21 40 0 2.12E+01 3.61E+01 1.30E+01 2.10E+02 1.66E+01 -8.43E+00 -1.43E+01 7.60E-01
15000 1999 6 22 21 50 0 2.12E+01 3.61E+01 1.30E+01 2.14E+02 1.37E+01 -7.58E+00 -1.14E+01 7.10E-01
15600 1999 6 22 22 0 0 2.13E+01 3.61E+01 1.30E+01 2.10E+02 1.03E+01 -5.10E+00 -8.91E+00 7.10E-01
16200 1999 6 22 22 10 0 2.13E+01 3.61E+01 1.30E+01 1.99E+02 6.36E+00 -2.02E+00 -6.03E+00 7.60E-01
16800 1999 6 22 22 20 0 2.13E+01 3.61E+01 1.30E+01 1.89E+02 4.40E+00 -6.90E-01 -4.35E+00 7.10E-01
17400 1999 6 22 22 30 0 2.13E+01 3.61E+01 1.30E+01 1.74E+02 4.40E+00 4.40E-01 -4.38E+00 6.90E-01
18000 1999 6 22 22 40 0 2.13E+01 3.61E+01 1.30E+01 1.02E+02 1.96E+00 1.91E+00 -4.13E-01 7.10E-01
18600 1999 6 22 22 50 0 2.13E+01 3.61E+01 1.30E+01 8.36E+01 5.38E+00 5.34E+00 6.04E-01 8.10E-01
19200 1999 6 22 23 0 0 2.14E+01 3.61E+01 1.30E+01 5.26E+01 7.82E+00 6.22E+00 4.75E+00 7.80E-01
19800 1999 6 22 23 10 0 2.14E+01 3.61E+01 1.30E+01 4.10E+01 1.08E+01 7.06E+00 8.12E+00 7.60E-01
20400 1999 6 22 23 20 0 2.14E+01 3.61E+01 1.30E+01 3.61E+01 1.42E+01 8.35E+00 1.15E+01 7.60E-01
21000 1999 6 22 23 30 0 2.15E+01 3.61E+01 1.30E+01 3.82E+01 1.86E+01 1.15E+01 1.46E+01 8.10E-01
21600 1999 6 22 23 40 0 2.15E+01 3.61E+01 1.30E+01 4.10E+01 2.25E+01 1.48E+01 1.70E+01 8.10E-01
22200 1999 6 22 23 50 0 2.15E+01 3.61E+01 1.30E+01 3.78E+01 2.69E+01 1.65E+01 2.12E+01 7.80E-01
22800 1999 6 23 0 0 0 2.16E+01 3.61E+01 1.30E+01 4.10E+01 2.84E+01 1.86E+01 2.14E+01 8.10E-01
23400 1999 6 23 0 10 0 2.16E+01 3.61E+01 1.30E+01 4.07E+01 3.18E+01 2.07E+01 2.41E+01 8.50E-01
24000 1999 6 23 0 20 0 2.17E+01 3.61E+01 1.30E+01 3.89E+01 3.37E+01 2.12E+01 2.63E+01 8.50E-01
24600 1999 6 23 0 30 0 2.18E+01 3.61E+01 1.30E+01 3.89E+01 3.23E+01 2.03E+01 2.51E+01 8.50E-01
25200 1999 6 23 0 40 0 2.18E+01 3.61E+01 1.30E+01 4.17E+01 3.67E+01 2.44E+01 2.74E+01 9.00E-01
25800 1999 6 23 0 50 0 2.19E+01 3.61E+01 1.30E+01 3.96E+01 3.96E+01 2.52E+01 3.05E+01 9.00E-01
26400 1999 6 23 1 0 0 2.20E+01 3.61E+01 1.30E+01 3.85E+01 3.91E+01 2.44E+01 3.06E+01 9.90E-01
27000 1999 6 23 1 10 0 2.21E+01 3.61E+01 1.30E+01 3.82E+01 3.91E+01 2.42E+01 3.07E+01 9.90E-01
27600 1999 6 23 1 20 0 2.22E+01 3.61E+01 1.30E+01 3.75E+01 4.16E+01 2.53E+01 3.30E+01 1.09E+00
28200 1999 6 23 1 30 0 2.23E+01 3.61E+01 1.30E+01 3.75E+01 3.96E+01 2.41E+01 3.14E+01 1.13E+00
28800 1999 6 23 1 40 0 2.24E+01 3.61E+01 1.30E+01 4.00E+01 3.91E+01 2.51E+01 3.00E+01 1.27E+00
29400 1999 6 23 1 50 0 2.26E+01 3.61E+01 1.30E+01 3.89E+01 3.77E+01 2.36E+01 2.93E+01 1.37E+00
30000 1999 6 23 2 0 0 2.28E+01 3.61E+01 1.30E+01 3.85E+01 3.62E+01 2.25E+01 2.83E+01 1.54E+00
30600 1999 6 23 2 10 0 2.29E+01 3.61E+01 1.30E+01 4.07E+01 3.13E+01 2.04E+01 2.37E+01 1.56E+00
31200 1999 6 23 2 20 0 2.31E+01 3.61E+01 1.30E+01 3.93E+01 2.89E+01 1.82E+01 2.23E+01 1.66E+00
31800 1999 6 23 2 30 0 2.31E+01 3.61E+01 1.30E+01 4.00E+01 2.69E+01 1.73E+01 2.06E+01 1.56E+00
32400 1999 6 23 2 40 0 2.33E+01 3.61E+01 1.30E+01 3.89E+01 2.25E+01 1.41E+01 1.75E+01 1.66E+00
33000 1999 6 23 2 50 0 2.34E+01 3.62E+01 1.30E+01 3.71E+01 2.20E+01 1.33E+01 1.75E+01 1.70E+00
33600 1999 6 23 3 0 0 2.35E+01 3.62E+01 1.30E+01 4.24E+01 1.76E+01 1.19E+01 1.30E+01 1.75E+00
34200 1999 6 23 3 10 0 2.36E+01 3.62E+01 1.30E+01 3.71E+01 2.05E+01 1.24E+01 1.64E+01 1.75E+00
34800 1999 6 23 3 20 0 2.36E+01 3.61E+01 1.30E+01 4.31E+01 2.10E+01 1.44E+01 1.53E+01 1.75E+00
35400 1999 6 23 3 30 0 2.37E+01 3.61E+01 1.30E+01 4.07E+01 1.66E+01 1.08E+01 1.26E+01 1.85E+00
36000 1999 6 23 3 40 0 2.37E+01 3.62E+01 1.30E+01 2.80E+01 9.78E+00 4.59E+00 8.63E+00 2.14E+00
36600 1999 6 23 3 50 0 2.38E+01 3.62E+01 1.30E+01 7.62E+01 1.47E+00 1.42E+00 3.51E-01 2.38E+00
37200 1999 6 23 4 0 0 2.38E+01 3.63E+01 1.30E+01 5.12E+01 4.40E+00 3.43E+00 2.76E+00 2.53E+00
37800 1999 6 23 4 10 0 2.38E+01 3.63E+01 1.30E+01 1.98E+02 4.90E-01 -1.52E-01 -4.65E-01 2.14E+00
38400 1999 6 23 4 20 0 2.37E+01 3.63E+01 1.30E+01 2.06E+02 9.80E-01 -4.22E-01 -8.82E-01 2.43E+00
39000 1999 6 23 4 30 0 2.37E+01 3.63E+01 1.30E+01 4.21E+01 9.80E-01 6.55E-01 7.26E-01 2.29E+00
39600 1999 6 23 4 40 0 2.37E+01 3.63E+01 1.30E+01 1.90E+02 2.93E+00 -4.96E-01 -2.89E+00 2.43E+00
40200 1999 6 23 4 50 0 2.37E+01 3.63E+01 1.30E+01 2.03E+02 4.89E+00 -1.89E+00 -4.51E+00 2.24E+00
40800 1999 6 23 5 0 0 2.37E+01 3.62E+01 1.30E+01 1.94E+02 6.84E+00 -1.65E+00 -6.64E+00 2.14E+00
41400 1999 6 23 5 10 0 2.36E+01 3.62E+01 1.30E+01 2.18E+02 9.78E+00 -6.00E+00 -7.72E+00 1.99E+00
42000 1999 6 23 5 20 0 2.35E+01 3.62E+01 1.30E+01 2.22E+02 1.22E+01 -8.25E+00 -9.02E+00 2.21E+00
42600 1999 6 23 5 30 0 2.33E+01 3.62E+01 1.30E+01 2.18E+02 1.47E+01 -9.00E+00 -1.16E+01 2.51E+00
43200 1999 6 23 5 40 0 2.34E+01 3.61E+01 1.30E+01 2.21E+02 1.56E+01 -1.03E+01 -1.18E+01 1.99E+00
43800 1999 6 23 5 50 0 2.32E+01 3.61E+01 1.30E+01 2.12E+02 1.61E+01 -8.61E+00 -1.36E+01 1.99E+00
44400 1999 6 23 6 0 0 2.32E+01 3.61E+01 1.30E+01 2.15E+02 1.91E+01 -1.09E+01 -1.56E+01 1.97E+00
45000 1999 6 23 6 10 0 2.30E+01 3.60E+01 1.30E+01 2.15E+02 1.86E+01 -1.07E+01 -1.52E+01 1.97E+00
45600 1999 6 23 6 20 0 2.30E+01 3.60E+01 1.30E+01 2.15E+02 2.10E+01 -1.22E+01 -1.71E+01 1.99E+00
46200 1999 6 23 6 30 0 2.31E+01 3.61E+01 1.30E+01 2.11E+02 2.35E+01 -1.20E+01 -2.02E+01 2.04E+00
46800 1999 6 23 6 40 0 2.31E+01 3.61E+01 1.30E+01 2.14E+02 2.74E+01 -1.52E+01 -2.28E+01 1.97E+00
47400 1999 6 23 6 50 0 2.29E+01 3.61E+01 1.30E+01 2.13E+02 2.79E+01 -1.52E+01 -2.34E+01 1.70E+00
48000 1999 6 23 7 0 0 2.26E+01 3.61E+01 1.30E+01 2.09E+02 2.84E+01 -1.38E+01 -2.48E+01 1.75E+00
48600 1999 6 23 7 10 0 2.22E+01 3.61E+01 1.30E+01 2.15E+02 2.98E+01 -1.73E+01 -2.43E+01 1.97E+00
49200 1999 6 23 7 20 0 2.19E+01 3.61E+01 1.30E+01 2.11E+02 2.93E+01 -1.50E+01 -2.52E+01 2.33E+00
49800 1999 6 23 7 30 0 2.17E+01 3.61E+01 1.30E+01 2.10E+02 2.98E+01 -1.50E+01 -2.58E+01 2.33E+00
50400 1999 6 23 7 40 0 2.16E+01 3.61E+01 1.30E+01 2.10E+02 3.37E+01 -1.69E+01 -2.92E+01 2.24E+00
51000 1999 6 23 7 50 0 2.15E+01 3.61E+01 1.30E+01 2.13E+02 3.08E+01 -1.67E+01 -2.59E+01 2.09E+00
51600 1999 6 23 8 0 0 2.14E+01 3.61E+01 1.30E+01 2.14E+02 3.23E+01 -1.82E+01 -2.66E+01 1.97E+00
52200 1999 6 23 8 10 0 2.14E+01 3.61E+01 1.30E+01 2.13E+02 3.33E+01 -1.81E+01 -2.79E+01 1.94E+00
52800 1999 6 23 8 20 0 2.14E+01 3.61E+01 1.30E+01 2.14E+02 3.08E+01 -1.71E+01 -2.56E+01 2.04E+00
53400 1999 6 23 8 30 0 2.14E+01 3.61E+01 1.30E+01 2.09E+02 3.18E+01 -1.53E+01 -2.79E+01 1.85E+00
54000 1999 6 23 8 40 0 2.14E+01 3.61E+01 1.30E+01 2.14E+02 3.33E+01 -1.84E+01 -2.77E+01 1.92E+00
54600 1999 6 23 8 50 0 2.14E+01 3.61E+01 1.30E+01 2.14E+02 3.42E+01 -1.90E+01 -2.85E+01 2.04E+00
55200 1999 6 23 9 0 0 2.14E+01 3.61E+01 1.30E+01 2.13E+02 3.23E+01 -1.74E+01 -2.72E+01 2.04E+00
55800 1999 6 23 9 10 0 2.15E+01 3.61E+01 1.30E+01 2.14E+02 3.13E+01 -1.75E+01 -2.59E+01 2.14E+00
56400 1999 6 23 9 20 0 2.15E+01 3.61E+01 1.30E+01 2.17E+02 3.18E+01 -1.92E+01 -2.53E+01 2.14E+00
57000 1999 6 23 9 30 0 2.15E+01 3.61E+01 1.30E+01 2.16E+02 3.08E+01 -1.81E+01 -2.49E+01 2.21E+00
57600 1999 6 23 9 40 0 2.15E+01 3.61E+01 1.30E+01 2.16E+02 2.93E+01 -1.73E+01 -2.37E+01 2.24E+00
58200 1999 6 23 9 50 0 2.15E+01 3.61E+01 1.30E+01 2.12E+02 2.64E+01 -1.41E+01 -2.23E+01 2.33E+00
58800 1999 6 23 10 0 0 2.16E+01 3.61E+01 1.30E+01 2.16E+02 2.59E+01 -1.51E+01 -2.10E+01 2.29E+00
59400 1999 6 23 10 10 0 2.16E+01 3.61E+01 1.30E+01 2.12E+02 2.44E+01 -1.29E+01 -2.08E+01 2.29E+00
60000 1999 6 23 10 20 0 2.16E+01 3.61E+01 1.30E+01 2.07E+02 1.86E+01 -8.42E+00 -1.66E+01 2.24E+00
60600 1999 6 23 10 30 0 2.16E+01 3.61E+01 1.30E+01 2.17E+02 1.37E+01 -8.20E+00 -1.10E+01 2.78E+00
61200 1999 6 23 10 40 0 2.16E+01 3.61E+01 1.30E+01 2.09E+02 9.78E+00 -4.75E+00 -8.55E+00 2.53E+00
61800 1999 6 23 10 50 0 2.16E+01 3.61E+01 1.30E+01 2.12E+02 5.87E+00 -3.10E+00 -4.98E+00 2.53E+00
62400 1999 6 23 11 0 0 2.17E+01 3.61E+01 1.30E+01 1.92E+02 6.36E+00 -1.34E+00 -6.21E+00 2.38E+00
63000 1999 6 23 11 10 0 2.17E+01 3.61E+01 1.30E+01 1.75E+02 1.47E+00 1.38E-01 -1.46E+00 2.33E+00
63600 1999 6 23 11 20 0 2.17E+01 3.61E+01 1.30E+01 5.44E+01 9.80E-01 7.95E-01 5.70E-01 2.53E+00
64200 1999 6 23 11 30 0 2.17E+01 3.61E+01 1.30E+01 4.35E+01 7.33E+00 5.05E+00 5.32E+00 2.48E+00
64800 1999 6 23 11 40 0 2.17E+01 3.61E+01 1.30E+01 4.28E+01 1.66E+01 1.13E+01 1.22E+01 2.33E+00
65400 1999 6 23 11 50 0 2.18E+01 3.61E+01 1.30E+01 4.14E+01 2.10E+01 1.39E+01 1.58E+01 1.90E+00
66000 1999 6 23 12 0 0 2.18E+01 3.61E+01 1.30E+01 3.78E+01 2.44E+01 1.50E+01 1.93E+01 1.99E+00
66600 1999 6 23 12 10 0 2.18E+01 3.61E+01 1.30E+01 3.68E+01 2.64E+01 1.58E+01 2.11E+01 1.85E+00
67200 1999 6 23 12 20 0 2.18E+01 3.61E+01 1.30E+01 3.89E+01 2.69E+01 1.69E+01 2.09E+01 1.97E+00
67800 1999 6 23 12 30 0 2.19E+01 3.61E+01 1.30E+01 3.78E+01 3.13E+01 1.92E+01 2.47E+01 1.75E+00
68400 1999 6 23 12 40 0 2.20E+01 3.60E+01 1.30E+01 4.38E+01 3.42E+01 2.37E+01 2.47E+01 1.85E+00
69000 1999 6 23 12 50 0 2.21E+01 3.61E+01 1.30E+01 4.14E+01 3.33E+01 2.20E+01 2.50E+01 1.75E+00
69600 1999 6 23 13 0 0 2.21E+01 3.61E+01 1.30E+01 4.14E+01 3.52E+01 2.33E+01 2.64E+01 1.85E+00
70200 1999 6 23 13 10 0 2.21E+01 3.61E+01 1.30E+01 3.78E+01 4.16E+01 2.55E+01 3.28E+01 1.85E+00
70800 1999 6 23 13 20 0 2.22E+01 3.61E+01 1.30E+01 3.78E+01 3.96E+01 2.43E+01 3.13E+01 1.90E+00
71400 1999 6 23 13 30 0 2.22E+01 3.61E+01 1.30E+01 4.10E+01 4.35E+01 2.85E+01 3.28E+01 1.90E+00
72000 1999 6 23 13 40 0 2.23E+01 3.61E+01 1.30E+01 4.00E+01 3.96E+01 2.54E+01 3.04E+01 1.85E+00
72600 1999 6 23 13 50 0 2.24E+01 3.61E+01 1.30E+01 3.85E+01 4.21E+01 2.62E+01 3.29E+01 1.97E+00
73200 1999 6 23 14 0 0 2.26E+01 3.61E+01 1.30E+01 3.96E+01 4.65E+01 2.96E+01 3.58E+01 1.90E+00
73800 1999 6 23 14 10 0 2.27E+01 3.61E+01 1.30E+01 3.89E+01 4.16E+01 2.61E+01 3.23E+01 1.92E+00
74400 1999 6 23 14 20 0 2.29E+01 3.62E+01 1.30E+01 4.14E+01 3.67E+01 2.42E+01 2.75E+01 2.14E+00
75000 1999 6 23 14 30 0 2.30E+01 3.61E+01 1.30E+01 3.71E+01 3.33E+01 2.01E+01 2.65E+01 2.04E+00
75600 1999 6 23 14 40 0 2.31E+01 3.61E+01 1.30E+01 3.40E+01 3.37E+01 1.89E+01 2.80E+01 2.14E+00
76200 1999 6 23 14 50 0 2.33E+01 3.61E+01 1.30E+01 3.57E+01 3.52E+01 2.06E+01 2.86E+01 2.38E+00
76800 1999 6 23 15 0 0 2.34E+01 3.62E+01 1.30E+01 3.61E+01 3.18E+01 1.87E+01 2.57E+01 2.24E+00
77400 1999 6 23 15 10 0 2.35E+01 3.61E+01 1.30E+01 3.85E+01 2.93E+01 1.83E+01 2.29E+01 2.38E+00
78000 1999 6 23 15 20 0 2.36E+01 3.62E+01 1.30E+01 3.93E+01 2.64E+01 1.67E+01 2.04E+01 2.38E+00
78600 1999 6 23 15 30 0 2.37E+01 3.62E+01 1.30E+01 3.85E+01 2.15E+01 1.34E+01 1.68E+01 2.43E+00
79200 1999 6 23 15 40 0 2.38E+01 3.62E+01 1.30E+01 3.82E+01 1.81E+01 1.12E+01 1.42E+01 2.53E+00
79800 1999 6 23 15 50 0 2.38E+01 3.62E+01 1.30E+01 3.57E+01 1.61E+01 9.42E+00 1.31E+01 2.53E+00
80400 1999 6 23 16 0 0 2.39E+01 3.62E+01 1.30E+01 3.85E+01 1.96E+01 1.22E+01 1.53E+01 2.53E+00
81000 1999 6 23 16 10 0 2.40E+01 3.62E+01 1.30E+01 3.93E+01 1.61E+01 1.02E+01 1.25E+01 2.53E+00
81600 1999 6 23 16 20 0 2.41E+01 3.62E+01 1.30E+01 2.41E+01 9.78E+00 4.00E+00 8.92E+00 2.83E+00
82200 1999 6 23 16 30 0 2.43E+01 3.63E+01 1.30E+01 3.43E+01 7.82E+00 4.41E+00 6.46E+00 3.28E+00
82800 1999 6 23 16 40 0 2.42E+01 3.63E+01 1.30E+01 7.55E+01 1.96E+00 1.89E+00 4.91E-01 2.68E+00
83400 1999 6 23 16 50 0 2.41E+01 3.63E+01 1.30E+01 2.38E+02 4.89E+00 -4.14E+00 -2.60E+00 2.93E+00
84000 1999 6 23 17 0 0 2.41E+01 3.62E+01 1.30E+01 2.25E+02 3.42E+00 -2.43E+00 -2.41E+00 2.80E+00
84600 1999 6 23 17 10 0 2.42E+01 3.62E+01 1.30E+01 2.18E+02 1.96E+00 -1.20E+00 -1.54E+00 2.93E+00
85200 1999 6 23 17 20 0 2.42E+01 3.62E+01 1.30E+01 2.26E+02 3.91E+00 -2.79E+00 -2.74E+00 3.00E+00
85800 1999 6 23 17 30 0 2.42E+01 3.62E+01 1.30E+01 2.19E+02 5.87E+00 -3.69E+00 -4.57E+00 2.90E+00
86400 1999 6 23 17 40 0 2.42E+01 3.62E+01 1.30E+01 2.28E+02 8.80E+00 -6.51E+00 -5.92E+00 2.93E+00
87000 1999 6 23 17 50 0 2.41E+01 3.62E+01 1.30E+01 2.21E+02 1.47E+01 -9.63E+00 -1.11E+01 2.61E+00
87600 1999 6 23 18 0 0 2.41E+01 3.61E+01 1.30E+01 2.17E+02 9.78E+00 -5.86E+00 -7.83E+00 2.78E+00
88200 1999 6 23 18 10 0 2.40E+01 3.61E+01 1.30E+01 2.11E+02 8.31E+00 -4.30E+00 -7.11E+00 2.53E+00
88800 1999 6 23 18 20 0 2.39E+01 3.60E+01 1.30E+01 2.39E+02 1.96E+00 -1.68E+00 -1.01E+00 3.69E+00
89400 1999 6 23 18 30 0 2.38E+01 3.60E+01 1.30E+01 2.37E+02 1.03E+01 -8.60E+00 -5.62E+00 2.73E+00
90000 1999 6 23 18 40 0 2.37E+01 3.60E+01 1.30E+01 2.40E+02 2.40E+01 -2.07E+01 -1.20E+01 2.43E+00
90600 1999 6 23 18 50 0 2.37E+01 3.60E+01 1.30E+01 2.12E+02 1.96E+01 -1.03E+01 -1.66E+01 2.68E+00
91200 1999 6 23 19 0 0 2.34E+01 3.61E+01 1.30E+01 2.16E+02 2.35E+01 -1.39E+01 -1.89E+01 2.33E+00
91800 1999 6 23 19 10 0 2.32E+01 3.60E+01 1.30E+01 2.15E+02 2.69E+01 -1.53E+01 -2.21E+01 2.24E+00
92400 1999 6 23 19 20 0 2.30E+01 3.61E+01 1.30E+01 2.14E+02 3.18E+01 -1.79E+01 -2.62E+01 2.14E+00
93000 1999 6 23 19 30 0 2.26E+01 3.61E+01 1.30E+01 2.14E+02 3.08E+01 -1.74E+01 -2.54E+01 2.04E+00
93600 1999 6 23 19 40 0 2.25E+01 3.61E+01 1.30E+01 2.14E+02 2.74E+01 -1.52E+01 -2.28E+01 1.85E+00
94200 1999 6 23 19 50 0 2.24E+01 3.61E+01 1.30E+01 2.15E+02 3.03E+01 -1.76E+01 -2.47E+01 1.75E+00
94800 1999 6 23 20 0 0 2.22E+01 3.61E+01 1.30E+01 2.16E+02 3.37E+01 -2.00E+01 -2.71E+01 1.51E+00
95400 1999 6 23 20 10 0 2.21E+01 3.61E+01 1.30E+01 2.15E+02 3.57E+01 -2.07E+01 -2.91E+01 1.56E+00
96000 1999 6 23 20 20 0 2.21E+01 3.61E+01 1.30E+01 2.12E+02 3.57E+01 -1.90E+01 -3.02E+01 1.61E+00
96600 1999 6 23 20 30 0 2.20E+01 3.61E+01 1.30E+01 2.12E+02 3.28E+01 -1.75E+01 -2.77E+01 1.56E+00
97200 1999 6 23 20 40 0 2.20E+01 3.61E+01 1.30E+01 2.12E+02 3.18E+01 -1.70E+01 -2.69E+01 1.56E+00
97800 1999 6 23 20 50 0 2.19E+01 3.61E+01 1.30E+01 2.15E+02 3.28E+01 -1.90E+01 -2.67E+01 1.54E+00
98400 1999 6 23 21 0 0 2.19E+01 3.61E+01 1.30E+01 2.14E+02 3.18E+01 -1.76E+01 -2.65E+01 1.46E+00
99000 1999 6 23 21 10 0 2.19E+01 3.61E+01 1.30E+01 2.15E+02 3.42E+01 -1.98E+01 -2.79E+01 1.61E+00
99600 1999 6 23 21 20 0 2.18E+01 3.61E+01 1.30E+01 2.16E+02 3.28E+01 -1.95E+01 -2.63E+01 1.56E+00
100200 1999 6 23 21 30 0 2.18E+01 3.61E+01 1.30E+01 2.22E+02 3.33E+01 -2.21E+01 -2.48E+01 1.46E+00
100800 1999 6 23 21 40 0 2.17E+01 3.61E+01 1.30E+01 2.15E+02 3.08E+01 -1.75E+01 -2.53E+01 1.46E+00
101400 1999 6 23 21 50 0 2.17E+01 3.61E+01 1.30E+01 2.14E+02 2.79E+01 -1.57E+01 -2.30E+01 1.37E+00
102000 1999 6 23 22 0 0 2.17E+01 3.60E+01 1.30E+01 2.22E+02 2.79E+01 -1.85E+01 -2.08E+01 1.37E+00
102600 1999 6 23 22 10 0 2.16E+01 3.61E+01 1.30E+01 2.14E+02 2.44E+01 -1.37E+01 -2.03E+01 1.37E+00
103200 1999 6 23 22 20 0 2.16E+01 3.61E+01 1.30E+01 2.20E+02 2.15E+01 -1.37E+01 -1.66E+01 1.32E+00
103800 1999 6 23 22 30 0 2.16E+01 3.61E+01 1.30E+01 2.13E+02 2.10E+01 -1.15E+01 -1.76E+01 1.37E+00
104400 1999 6 23 22 40 0 2.15E+01 3.61E+01 1.30E+01 2.11E+02 1.61E+01 -8.35E+00 -1.38E+01 1.37E+00
105000 1999 6 23 22 50 0 2.15E+01 3.61E+01 1.30E+01 2.08E+02 1.12E+01 -5.22E+00 -9.96E+00 1.37E+00
105600 1999 6 23 23 0 0 2.15E+01 3.61E+01 1.30E+01 2.11E+02 7.33E+00 -3.76E+00 -6.30E+00 1.37E+00
106200 1999 6 23 23 10 0 2.15E+01 3.61E+01 1.30E+01 2.37E+02 4.90E-01 -4.11E-01 -2.65E-01 1.27E+00
106800 1999 6 23 23 20 0 2.15E+01 3.61E+01 1.30E+01 2.20E+01 1.96E+00 7.33E-01 1.81E+00 1.25E+00
107400 1999 6 23 23 30 0 2.14E+01 3.61E+01 1.30E+01 4.66E+01 1.47E+00 1.07E+00 1.01E+00 1.27E+00
108000 1999 6 23 23 40 0 2.15E+01 3.61E+01 1.30E+01 3.47E+01 3.91E+00 2.23E+00 3.22E+00 1.23E+00
108600 1999 6 23 23 50 0 2.15E+01 3.61E+01 1.30E+01 3.50E+01 7.33E+00 4.21E+00 6.01E+00 1.27E+00
109200 1999 6 24 0 0 0 2.15E+01 3.61E+01 1.30E+01 4.03E+01 1.17E+01 7.59E+00 8.95E+00 1.32E+00
109800 1999 6 24 0 10 0 2.15E+01 3.61E+01 1.30E+01 3.71E+01 1.42E+01 8.56E+00 1.13E+01 1.25E+00
110400 1999 6 24 0 20 0 2.15E+01 3.61E+01 1.30E+01 3.64E+01 1.86E+01 1.10E+01 1.49E+01 1.32E+00
111000 1999 6 24 0 30 0 2.15E+01 3.61E+01 1.30E+01 3.43E+01 2.44E+01 1.38E+01 2.02E+01 1.23E+00
111600 1999 6 24 0 40 0 2.15E+01 3.61E+01 1.30E+01 3.64E+01 2.40E+01 1.42E+01 1.93E+01 1.23E+00
